InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536680,22960,JAM MAKING SET WITH JARS,1,01/15/2011 08:24,4.29,,Netherlands
536780,22197,SMALL POPCORN HOLDER,6,01/15/2011 09:34,0.85,12532.0,United Kingdom
536784,22386,JUMBO BAG APPLE DESIGN,116,01/15/2011 10:12,2.0,13738.0,United Kingdom
C536929,22633,HAND WARMER UNION JACK,-4,01/15/2011 11:02,1.81,13224.0,United Kingdom
537012,71053,WHITE METAL LANTERN,5,01/15/2011 11:23,2.71,13192.0,France
536616,22375,AIRLINE BAG VINTAGE WORLD CHAMPION,10,01/15/2011 11:25,4.83,13182.0,United Kingdom
536716,20725,LUNCH BAG RED RETROSPOT,10,01/15/2011 11:27,3.55,12981.0,United Kingdom
536507,20713,BAG 250g SWIRLY MARBLES,56,01/15/2011 13:03,0.46,13178.0,United Kingdom
536766,22752,SET 7 BABUSHKA NESTING BOXES,2,01/15/2011 13:19,6.54,12980.0,United Kingdom
536803,22423,REGENCY CAKESTAND 3 TIER,149,01/15/2011 13:35,13.06,12590.0,Belgium
537042,22960,JAM MAKING SET WITH JARS,59,01/15/2011 13:37,4.39,,United Kingdom
536887,22423,REGENCY CAKESTAND 3 TIER,10,01/15/2011 13:42,12.66,12704.0,United Kingdom
C537107,20974,PINK CHERRY LIGHTS,-1,01/15/2011 13:44,5.86,13006.0,United Kingdom
536594,DOT,DOTCOM POSTAGE,2,01/15/2011 13:45,18.02,12732.0,Germany
536790,20713,BAG 250g SWIRLY MARBLES,1,01/15/2011 13:45,0.5,13429.0,United Kingdom
536633,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,01/15/2011 13:49,3.34,13214.0,United Kingdom
536651,22457,NATURAL SLATE HEART CHALKBOARD,10,01/15/2011 13:49,4.68,13428.0,United Kingdom
536619,85014,BLUE POLKADOT WRAP,138,01/15/2011 14:07,0.46,13721.0,United Kingdom
536862,22633,HAND WARMER UNION JACK,7,01/15/2011 14:13,1.65,12921.0,United Kingdom
536463,22469,HEART OF WICKER SMALL,7,01/15/2011 14:16,1.61,12897.0,United Kingdom
536661,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,01/15/2011 14:30,2.39,12701.0,United Kingdom
536411,22145,CHRISTMAS CRAFT PAPER TAPE,4,01/15/2011 15:12,0.3,12691.0,Spain
536584,DOT,DOTCOM POSTAGE,5,01/15/2011 15:16,18.42,,United Kingdom
536945,22457,NATURAL SLATE HEART CHALKBOARD,5,01/15/2011 15:22,4.27,13569.0,United Kingdom
536793,22960,JAM MAKING SET WITH JARS,4,01/15/2011 15:46,5.06,13747.0,EIRE
536771,22960,JAM MAKING SET WITH JARS,7,01/15/2011 17:25,4.03,12801.0,Netherlands
536599,22890,NOVELTY BICYCLE BOTTLE OPENER,9,01/15/2011 17:43,1.02,13637.0,United Kingdom
536973,22423,REGENCY CAKESTAND 3 TIER,7,01/15/2011 18:01,14.79,12696.0,United Kingdom
536941,22816,SET 6 RED SPOTTY PAPER CUPS,9,01/15/2011 18:12,3.13,12632.0,United Kingdom
536799,22423,REGENCY CAKESTAND 3 TIER,7,01/15/2011 18:51,11.98,12372.0,United Kingdom
536381,84029E,RED WOOLLY HOTTIE WHITE HEART,2,01/16/2011 08:19,3.71,12898.0,United Kingdom
536426,22145,CHRISTMAS CRAFT PAPER TAPE,4,01/16/2011 08:24,0.25,12973.0,United Kingdom
536588,84879,ASSORTED COLOUR BIRD ORNAMENT,10,01/16/2011 08:32,1.86,13815.0,United Kingdom
536486,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,01/16/2011 09:36,9.46,12348.0,Belgium
536400,22145,CHRISTMAS CRAFT PAPER TAPE,2,01/16/2011 09:45,0.31,13089.0,United Kingdom
536966,22197,SMALL POPCORN HOLDER,3,01/16/2011 09:57,0.75,13358.0,United Kingdom
536991,84406B,CREAM CUPID HEARTS COAT HANGER,10,01/16/2011 10:03,3.06,12879.0,United Kingdom
536609,22145,CHRISTMAS CRAFT PAPER TAPE,2,01/16/2011 10:04,0.26,12869.0,United Kingdom
536570,22752,SET 7 BABUSHKA NESTING BOXES,8,01/16/2011 10:13,8.61,12380.0,United Kingdom
536838,84406B,CREAM CUPID HEARTS COAT HANGER,3,01/16/2011 10:16,3.11,13326.0,United Kingdom
C536957,22960,JAM MAKING SET WITH JARS,-5,01/16/2011 10:16,4.39,13093.0,United Kingdom
537031,22423,REGENCY CAKESTAND 3 TIER,6,01/16/2011 10:52,14.1,12866.0,United Kingdom
536824,23355,HOT WATER BOTTLE KEEP CALM,7,01/16/2011 11:24,4.61,12555.0,United Kingdom
536817,22197,SMALL POPCORN HOLDER,4,01/16/2011 11:44,0.89,12868.0,United Kingdom
536535,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,10,01/16/2011 12:24,3.1,13801.0,United Kingdom
537073,22811,SET 6 RED SPOTTY PAPER PLATES,192,01/16/2011 12:27,3.27,12592.0,United Kingdom
536964,84879,ASSORTED COLOUR BIRD ORNAMENT,6,01/16/2011 12:48,1.83,13096.0,United Kingdom
536645,20974,PINK CHERRY LIGHTS,5,01/16/2011 12:57,4.05,,United Kingdom
536667,84406B,CREAM CUPID HEARTS COAT HANGER,3,01/16/2011 13:10,2.9,,United Kingdom
536918,22632,HAND WARMER RED POLKA DOT,101,01/16/2011 13:24,2.08,12795.0,United Kingdom
C537107,71053,WHITE METAL LANTERN,-149,01/16/2011 13:28,3.12,12817.0,France
536899,20713,BAG 250g SWIRLY MARBLES,108,01/16/2011 13:41,0.35,13401.0,United Kingdom
536907,22145,CHRISTMAS CRAFT PAPER TAPE,1,01/16/2011 13:49,0.29,13022.0,United Kingdom
536423,84029E,RED WOOLLY HOTTIE WHITE HEART,8,01/16/2011 13:55,3.96,13525.0,United Kingdom
536455,85123A,WHITE HANGING HEART T-LIGHT HOLDER,104,01/16/2011 13:59,2.98,,United Kingdom
537090,22811,SET 6 RED SPOTTY PAPER PLATES,8,01/16/2011 14:00,3.4,13024.0,EIRE
536669,22633,HAND WARMER UNION JACK,5,01/16/2011 14:08,2.08,,United Kingdom
536789,20725,LUNCH BAG RED RETROSPOT,4,01/16/2011 14:46,5.09,13820.0,Norway
537040,22752,SET 7 BABUSHKA NESTING BOXES,3,01/16/2011 14:46,7.84,12612.0,United Kingdom
536849,22811,SET 6 RED SPOTTY PAPER PLATES,188,01/16/2011 15:04,3.51,12423.0,Italy
536702,22423,REGENCY CAKESTAND 3 TIER,2,01/16/2011 15:04,14.75,12415.0,United Kingdom
536462,85014,BLUE POLKADOT WRAP,6,01/16/2011 15:21,0.47,13608.0,United Kingdom
536578,22423,REGENCY CAKESTAND 3 TIER,5,01/16/2011 15:27,12.02,13608.0,United Kingdom
536522,22145,CHRISTMAS CRAFT PAPER TAPE,9,01/16/2011 15:34,0.31,12949.0,United Kingdom
536495,DOT,DOTCOM POSTAGE,1,01/16/2011 15:45,18.59,12680.0,United Kingdom
536497,22145,CHRISTMAS CRAFT PAPER TAPE,2,01/16/2011 15:55,0.33,12660.0,Belgium
536505,23355,HOT WATER BOTTLE KEEP CALM,9,01/16/2011 16:09,3.99,,United Kingdom
536602,22375,AIRLINE BAG VINTAGE WORLD CHAMPION,94,01/16/2011 16:28,5.23,13683.0,United Kingdom
536390,22197,SMALL POPCORN HOLDER,1,01/16/2011 17:39,0.82,13387.0,Germany
536636,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,01/16/2011 17:43,2.78,12773.0,United Kingdom
536757,23355,HOT WATER BOTTLE KEEP CALM,1,01/16/2011 17:56,4.83,12893.0,United Kingdom
536937,22720,SET OF 3 CAKE TINS PANTRY DESIGN,6,01/16/2011 18:05,8.2,12405.0,United Kingdom
536372,21730,GLASS STAR FROSTED T-LIGHT HOLDER,136,01/16/2011 18:13,5.05,13568.0,United Kingdom
536493,20713,BAG 250g SWIRLY MARBLES,10,01/16/2011 18:49,0.45,12978.0,United Kingdom
C536714,85014,BLUE POLKADOT WRAP,-8,01/17/2011 08:00,0.44,13178.0,United Kingdom
536547,23355,HOT WATER BOTTLE KEEP CALM,10,01/17/2011 08:03,4.72,13784.0,United Kingdom
C536901,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-8,01/17/2011 08:27,2.56,13033.0,United Kingdom
537099,22375,AIRLINE BAG VINTAGE WORLD CHAMPION,3,01/17/2011 08:33,5.32,12557.0,United Kingdom
537012,84029E,RED WOOLLY HOTTIE WHITE HEART,9,01/17/2011 08:35,3.82,12417.0,United Kingdom
536478,22960,JAM MAKING SET WITH JARS,166,01/17/2011 08:49,4.88,13528.0,United Kingdom
536818,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,01/17/2011 08:54,3.44,12468.0,United Kingdom
536460,POST,POSTAGE,9,01/17/2011 09:15,20.92,13811.0,United Kingdom
536869,21730,GLASS STAR FROSTED T-LIGHT HOLDER,133,01/17/2011 09:25,4.85,13079.0,United Kingdom
536657,22469,HEART OF WICKER SMALL,9,01/17/2011 09:34,1.88,12687.0,France
537093,23355,HOT WATER BOTTLE KEEP CALM,10,01/17/2011 09:52,4.11,,France
536756,20713,BAG 250g SWIRLY MARBLES,1,01/17/2011 10:14,0.46,13262.0,EIRE
537102,20725,LUNCH BAG RED RETROSPOT,6,01/17/2011 10:16,4.18,13250.0,United Kingdom
536980,20974,PINK CHERRY LIGHTS,68,01/17/2011 10:16,4.95,13686.0,United Kingdom
536968,71053,WHITE METAL LANTERN,2,01/17/2011 10:32,4.0,12456.0,United Kingdom
536943,22469,HEART OF WICKER SMALL,4,01/17/2011 10:32,1.73,13568.0,United Kingdom
536449,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,01/17/2011 10:32,3.75,,Netherlands
536624,22720,SET OF 3 CAKE TINS PANTRY DESIGN,5,01/17/2011 10:49,8.92,13725.0,United Kingdom
C537002,22633,HAND WARMER UNION JACK,-9,01/17/2011 11:09,1.68,12564.0,United Kingdom
536706,85014,BLUE POLKADOT WRAP,122,01/17/2011 11:44,0.35,13247.0,United Kingdom
536731,22816,SET 6 RED SPOTTY PAPER CUPS,40,01/17/2011 11:53,2.38,13661.0,United Kingdom
536470,22720,SET OF 3 CAKE TINS PANTRY DESIGN,9,01/17/2011 12:16,9.14,12624.0,United Kingdom
536606,22752,SET 7 BABUSHKA NESTING BOXES,103,01/17/2011 12:21,6.68,13549.0,United Kingdom
536385,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,01/17/2011 13:07,4.93,13290.0,United Kingdom
536466,85014,BLUE POLKADOT WRAP,6,01/17/2011 13:11,0.44,12733.0,United Kingdom
536610,22632,HAND WARMER RED POLKA DOT,3,01/17/2011 13:25,2.06,12869.0,United Kingdom
536812,71053,WHITE METAL LANTERN,8,01/17/2011 13:39,3.19,13681.0,France
537025,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,01/17/2011 13:57,9.33,13577.0,United Kingdom
536923,20725,LUNCH BAG RED RETROSPOT,9,01/17/2011 14:03,3.47,12740.0,United Kingdom
536413,23355,HOT WATER BOTTLE KEEP CALM,117,01/17/2011 14:16,4.1,13162.0,United Kingdom
536813,85014,BLUE POLKADOT WRAP,106,01/17/2011 14:18,0.46,13715.0,United Kingdom
537074,22469,HEART OF WICKER SMALL,3,01/17/2011 14:27,1.43,13418.0,Germany
536395,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,01/17/2011 14:43,2.75,13046.0,United Kingdom
536790,22811,SET 6 RED SPOTTY PAPER PLATES,7,01/17/2011 15:07,3.49,13309.0,United Kingdom
536757,22469,HEART OF WICKER SMALL,5,01/17/2011 15:32,1.51,12884.0,United Kingdom
536591,22145,CHRISTMAS CRAFT PAPER TAPE,140,01/17/2011 15:41,0.34,13450.0,United Kingdom
536778,23355,HOT WATER BOTTLE KEEP CALM,3,01/17/2011 15:47,4.96,13341.0,United Kingdom
536933,20725,LUNCH BAG RED RETROSPOT,6,01/17/2011 15:47,3.87,12620.0,United Kingdom
536824,22632,HAND WARMER RED POLKA DOT,10,01/17/2011 15:51,1.63,13705.0,United Kingdom
536376,22632,HAND WARMER RED POLKA DOT,9,01/17/2011 16:41,1.57,13535.0,United Kingdom
536802,22423,REGENCY CAKESTAND 3 TIER,48,01/17/2011 16:47,14.03,13505.0,United Kingdom
536987,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,01/17/2011 16:52,2.41,13391.0,Germany
536921,22375,AIRLINE BAG VINTAGE WORLD CHAMPION,188,01/17/2011 17:00,5.35,12919.0,United Kingdom
536573,23084,RABBIT NIGHT LIGHT,10,01/17/2011 17:07,1.9,13327.0,United Kingdom
536709,22811,SET 6 RED SPOTTY PAPER PLATES,6,01/17/2011 17:25,3.42,13331.0,United Kingdom
536590,84029E,RED WOOLLY HOTTIE WHITE HEART,10,01/17/2011 17:33,2.78,13692.0,United Kingdom
536637,22145,CHRISTMAS CRAFT PAPER TAPE,87,01/17/2011 17:57,0.32,,United Kingdom
536818,22145,CHRISTMAS CRAFT PAPER TAPE,193,01/17/2011 18:40,0.27,12538.0,United Kingdom
536665,DOT,DOTCOM POSTAGE,7,01/17/2011 18:51,15.45,13265.0,United Kingdom
537077,22811,SET 6 RED SPOTTY PAPER PLATES,39,01/18/2011 08:09,2.61,13778.0,United Kingdom
536985,84029E,RED WOOLLY HOTTIE WHITE HEART,5,01/18/2011 08:26,3.38,13398.0,Italy
537103,22752,SET 7 BABUSHKA NESTING BOXES,10,01/18/2011 08:29,6.81,13363.0,United Kingdom
537112,22811,SET 6 RED SPOTTY PAPER PLATES,48,01/18/2011 08:47,2.48,12890.0,United Kingdom
C536526,22890,NOVELTY BICYCLE BOTTLE OPENER,-5,01/18/2011 09:18,1.46,12401.0,EIRE
536396,23355,HOT WATER BOTTLE KEEP CALM,2,01/18/2011 09:59,4.12,13469.0,United Kingdom
537042,84029E,RED WOOLLY HOTTIE WHITE HEART,4,01/18/2011 10:07,3.51,13459.0,EIRE
536749,22375,AIRLINE BAG VINTAGE WORLD CHAMPION,71,01/18/2011 10:13,5.04,12999.0,United Kingdom
536434,22457,NATURAL SLATE HEART CHALKBOARD,1,01/18/2011 10:32,4.53,,United Kingdom
537110,22890,NOVELTY BICYCLE BOTTLE OPENER,4,01/18/2011 11:02,1.38,13459.0,United Kingdom
536767,84406B,CREAM CUPID HEARTS COAT HANGER,169,01/18/2011 11:17,3.2,,United Kingdom
C537051,22145,CHRISTMAS CRAFT PAPER TAPE,-7,01/18/2011 11:23,0.26,12715.0,United Kingdom
536823,22960,JAM MAKING SET WITH JARS,5,01/18/2011 11:31,3.9,13491.0,United Kingdom
536818,22960,JAM MAKING SET WITH JARS,130,01/18/2011 11:43,3.86,12346.0,Germany
536722,84879,ASSORTED COLOUR BIRD ORNAMENT,33,01/18/2011 12:24,1.71,12737.0,United Kingdom
536643,22720,SET OF 3 CAKE TINS PANTRY DESIGN,10,01/18/2011 12:27,7.72,,United Kingdom
536999,22469,HEART OF WICKER SMALL,8,01/18/2011 12:45,1.37,13828.0,United Kingdom
536467,22811,SET 6 RED SPOTTY PAPER PLATES,2,01/18/2011 12:49,3.07,12599.0,United Kingdom
536542,23355,HOT WATER BOTTLE KEEP CALM,4,01/18/2011 13:24,5.49,12453.0,United Kingdom
536835,22457,NATURAL SLATE HEART CHALKBOARD,149,01/18/2011 13:49,4.65,12974.0,United Kingdom
536816,22632,HAND WARMER RED POLKA DOT,150,01/18/2011 14:19,1.69,12905.0,United Kingdom
536669,20725,LUNCH BAG RED RETROSPOT,5,01/18/2011 14:29,4.23,12539.0,United Kingdom
536390,85014,BLUE POLKADOT WRAP,10,01/18/2011 14:42,0.48,13332.0,United Kingdom
536573,22890,NOVELTY BICYCLE BOTTLE OPENER,4,01/18/2011 15:09,1.2,13228.0,United Kingdom
537090,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,7,01/18/2011 15:18,2.95,13839.0,United Kingdom
536534,22752,SET 7 BABUSHKA NESTING BOXES,3,01/18/2011 15:57,6.98,13333.0,EIRE
536412,20713,BAG 250g SWIRLY MARBLES,2,01/18/2011 16:03,0.41,12826.0,United Kingdom
536738,20713,BAG 250g SWIRLY MARBLES,1,01/18/2011 16:09,0.47,12517.0,United Kingdom
536891,20713,BAG 250g SWIRLY MARBLES,3,01/18/2011 16:37,0.34,,United Kingdom
536672,85014,BLUE POLKADOT WRAP,10,01/18/2011 18:03,0.43,13760.0,United Kingdom
536930,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,01/18/2011 18:21,4.01,13204.0,United Kingdom
536540,84029E,RED WOOLLY HOTTIE WHITE HEART,9,01/19/2011 08:04,3.04,13471.0,Germany
536622,22197,SMALL POPCORN HOLDER,168,01/19/2011 08:33,0.86,12387.0,United Kingdom
536708,DOT,DOTCOM POSTAGE,6,01/19/2011 08:34,16.02,13826.0,United Kingdom
536927,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,51,01/19/2011 08:45,3.39,13065.0,United Kingdom
536934,22197,SMALL POPCORN HOLDER,52,01/19/2011 09:08,0.84,13147.0,Germany
536575,22632,HAND WARMER RED POLKA DOT,140,01/19/2011 09:21,1.95,12612.0,United Kingdom
537083,DOT,DOTCOM POSTAGE,6,01/19/2011 09:57,15.5,12695.0,France
C536951,22469,HEART OF WICKER SMALL,-7,01/19/2011 09:57,1.58,13710.0,United Kingdom
536724,22720,SET OF 3 CAKE TINS PANTRY DESIGN,5,01/19/2011 10:16,9.77,12681.0,United Kingdom
C537051,22457,NATURAL SLATE HEART CHALKBOARD,-9,01/19/2011 10:30,5.46,13361.0,Belgium
536440,22197,SMALL POPCORN HOLDER,5,01/19/2011 11:07,0.88,,United Kingdom
536445,84029E,RED WOOLLY HOTTIE WHITE HEART,6,01/19/2011 11:14,3.08,13010.0,Germany
536655,22633,HAND WARMER UNION JACK,3,01/19/2011 11:36,1.59,13334.0,United Kingdom
537047,22816,SET 6 RED SPOTTY PAPER CUPS,6,01/19/2011 11:40,2.66,13573.0,United Kingdom
C537072,84029E,RED WOOLLY HOTTIE WHITE HEART,-2,01/19/2011 12:04,3.56,12552.0,United Kingdom
536453,20713,BAG 250g SWIRLY MARBLES,66,01/19/2011 12:22,0.42,13227.0,France
536754,DOT,DOTCOM POSTAGE,2,01/19/2011 13:16,18.09,13122.0,Netherlands
536753,84879,ASSORTED COLOUR BIRD ORNAMENT,3,01/19/2011 13:42,1.92,12837.0,Germany
536787,22633,HAND WARMER UNION JACK,47,01/19/2011 13:54,2.07,13627.0,United Kingdom
536824,20713,BAG 250g SWIRLY MARBLES,4,01/19/2011 13:54,0.39,13388.0,Netherlands
537059,22197,SMALL POPCORN HOLDER,8,01/19/2011 14:29,0.77,13587.0,Spain
537084,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,01/19/2011 14:35,2.94,13219.0,United Kingdom
536858,84879,ASSORTED COLOUR BIRD ORNAMENT,1,01/19/2011 14:55,1.71,12461.0,Germany
536683,22811,SET 6 RED SPOTTY PAPER PLATES,73,01/19/2011 14:57,2.59,12986.0,France
536698,22752,SET 7 BABUSHKA NESTING BOXES,5,01/19/2011 15:02,7.68,13450.0,United Kingdom
536805,22457,NATURAL SLATE HEART CHALKBOARD,9,01/19/2011 15:30,4.68,,United Kingdom
536465,22811,SET 6 RED SPOTTY PAPER PLATES,9,01/19/2011 15:38,3.37,12927.0,Spain
536836,20974,PINK CHERRY LIGHTS,8,01/19/2011 15:52,5.06,12941.0,France
536953,22386,JUMBO BAG APPLE DESIGN,21,01/19/2011 16:14,1.7,13320.0,United Kingdom
536990,22632,HAND WARMER RED POLKA DOT,2,01/19/2011 16:28,1.79,12649.0,United Kingdom
536790,20725,LUNCH BAG RED RETROSPOT,7,01/19/2011 16:38,3.68,12613.0,France
536599,22145,CHRISTMAS CRAFT PAPER TAPE,6,01/19/2011 16:50,0.27,13295.0,United Kingdom
536775,84879,ASSORTED COLOUR BIRD ORNAMENT,5,01/19/2011 16:50,1.73,13620.0,United Kingdom
536986,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,01/19/2011 16:54,2.06,13154.0,United Kingdom
536670,22816,SET 6 RED SPOTTY PAPER CUPS,86,01/19/2011 17:39,3.11,13013.0,United Kingdom
536436,71053,WHITE METAL LANTERN,4,01/19/2011 18:06,2.75,13737.0,Belgium
536469,POST,POSTAGE,1,01/19/2011 18:36,17.66,12909.0,United Kingdom
536904,22632,HAND WARMER RED POLKA DOT,7,01/19/2011 18:47,1.96,13675.0,United Kingdom
536453,22469,HEART OF WICKER SMALL,6,01/19/2011 18:58,1.44,13112.0,United Kingdom
537042,85014,BLUE POLKADOT WRAP,1,01/20/2011 08:15,0.36,,United Kingdom
536591,20725,LUNCH BAG RED RETROSPOT,6,01/20/2011 08:38,4.33,12928.0,United Kingdom
537001,22469,HEART OF WICKER SMALL,4,01/20/2011 09:43,1.79,12855.0,United Kingdom
C536431,20713,BAG 250g SWIRLY MARBLES,-10,01/20/2011 09:51,0.45,12529.0,Germany
536942,22890,NOVELTY BICYCLE BOTTLE OPENER,189,01/20/2011 09:56,1.27,12629.0,United Kingdom
537053,22375,AIRLINE BAG VINTAGE WORLD CHAMPION,6,01/20/2011 09:57,4.39,12673.0,United Kingdom
537033,22386,JUMBO BAG APPLE DESIGN,137,01/20/2011 10:09,2.29,12809.0,United Kingdom
536955,22960,JAM MAKING SET WITH JARS,191,01/20/2011 10:16,3.88,13335.0,United Kingdom
536816,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,01/20/2011 10:22,2.47,12473.0,United Kingdom
536461,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,01/20/2011 10:24,4.53,13630.0,United Kingdom
537104,22145,CHRISTMAS CRAFT PAPER TAPE,7,01/20/2011 10:41,0.26,13709.0,United Kingdom
536564,22386,JUMBO BAG APPLE DESIGN,126,01/20/2011 11:07,2.04,12678.0,United Kingdom
536733,20713,BAG 250g SWIRLY MARBLES,6,01/20/2011 11:09,0.38,,Spain
536635,84029E,RED WOOLLY HOTTIE WHITE HEART,184,01/20/2011 11:21,3.89,13197.0,United Kingdom
536738,22960,JAM MAKING SET WITH JARS,7,01/20/2011 11:21,4.93,12878.0,United Kingdom
536676,22457,NATURAL SLATE HEART CHALKBOARD,10,01/20/2011 12:35,5.45,13097.0,United Kingdom
536715,20974,PINK CHERRY LIGHTS,6,01/20/2011 12:37,4.64,13680.0,United Kingdom
536501,22423,REGENCY CAKESTAND 3 TIER,104,01/20/2011 12:50,11.73,,United Kingdom
537000,22816,SET 6 RED SPOTTY PAPER CUPS,134,01/20/2011 12:55,3.25,13665.0,United Kingdom
536783,22960,JAM MAKING SET WITH JARS,2,01/20/2011 12:57,4.86,,United Kingdom
536416,22752,SET 7 BABUSHKA NESTING BOXES,7,01/20/2011 13:09,6.2,13009.0,France
536608,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,01/20/2011 13:09,2.05,12745.0,United Kingdom
536394,23355,HOT WATER BOTTLE KEEP CALM,167,01/20/2011 14:08,5.76,12822.0,United Kingdom
536979,22811,SET 6 RED SPOTTY PAPER PLATES,3,01/20/2011 14:10,2.82,13226.0,United Kingdom
536574,22423,REGENCY CAKESTAND 3 TIER,5,01/20/2011 14:14,12.4,12526.0,United Kingdom
537027,22633,HAND WARMER UNION JACK,8,01/20/2011 14:16,1.87,13164.0,United Kingdom
536775,71053,WHITE METAL LANTERN,8,01/20/2011 14:42,3.01,12656.0,United Kingdom
536636,22197,SMALL POPCORN HOLDER,4,01/20/2011 15:06,0.96,12578.0,France
536410,22890,NOVELTY BICYCLE BOTTLE OPENER,10,01/20/2011 15:06,1.19,12767.0,EIRE
536805,85014,BLUE POLKADOT WRAP,10,01/20/2011 15:51,0.4,13615.0,United Kingdom
537095,POST,POSTAGE,7,01/20/2011 15:55,20.95,13819.0,United Kingdom
536453,DOT,DOTCOM POSTAGE,10,01/20/2011 16:05,20.47,13002.0,EIRE
536465,20974,PINK CHERRY LIGHTS,3,01/20/2011 16:32,5.85,13164.0,United Kingdom
537000,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,01/20/2011 16:37,2.88,12367.0,United Kingdom
536838,22375,AIRLINE BAG VINTAGE WORLD CHAMPION,4,01/20/2011 16:41,5.75,12713.0,United Kingdom
536779,DOT,DOTCOM POSTAGE,4,01/20/2011 17:25,19.37,12995.0,France
536507,22469,HEART OF WICKER SMALL,8,01/20/2011 17:52,1.86,13681.0,United Kingdom
537012,71053,WHITE METAL LANTERN,173,01/20/2011 17:59,3.71,13033.0,United Kingdom
537078,22386,JUMBO BAG APPLE DESIGN,9,01/20/2011 18:00,2.26,,United Kingdom
536819,22752,SET 7 BABUSHKA NESTING BOXES,10,01/20/2011 18:25,9.18,13593.0,United Kingdom
536497,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,01/20/2011 18:34,4.93,13843.0,United Kingdom
537070,84406B,CREAM CUPID HEARTS COAT HANGER,9,01/21/2011 08:31,2.78,13222.0,United Kingdom
536699,22423,REGENCY CAKESTAND 3 TIER,114,01/21/2011 08:35,13.28,13385.0,United Kingdom
537003,23084,RABBIT NIGHT LIGHT,7,01/21/2011 08:35,1.69,13412.0,United Kingdom
536779,22752,SET 7 BABUSHKA NESTING BOXES,6,01/21/2011 09:15,6.83,13019.0,United Kingdom
536558,84879,ASSORTED COLOUR BIRD ORNAMENT,8,01/21/2011 09:27,1.4,13228.0,United Kingdom
536495,22816,SET 6 RED SPOTTY PAPER CUPS,3,01/21/2011 10:05,3.27,12442.0,United Kingdom
536738,22960,JAM MAKING SET WITH JARS,114,01/21/2011 10:06,4.54,12736.0,United Kingdom
536461,23084,RABBIT NIGHT LIGHT,2,01/21/2011 10:08,1.79,13585.0,United Kingdom
536718,22632,HAND WARMER RED POLKA DOT,3,01/21/2011 10:22,1.9,13468.0,United Kingdom
537064,85014,BLUE POLKADOT WRAP,6,01/21/2011 10:41,0.43,12391.0,United Kingdom
536383,22811,SET 6 RED SPOTTY PAPER PLATES,42,01/21/2011 10:48,3.17,13841.0,United Kingdom
536782,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,01/21/2011 10:51,2.13,13787.0,Germany
536494,22457,NATURAL SLATE HEART CHALKBOARD,5,01/21/2011 11:10,5.49,12362.0,United Kingdom
536990,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,9,01/21/2011 11:30,3.16,13223.0,United Kingdom
536685,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,01/21/2011 11:45,2.37,13137.0,United Kingdom
536528,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,171,01/21/2011 11:58,3.37,12466.0,United Kingdom
537097,23084,RABBIT NIGHT LIGHT,8,01/21/2011 12:22,1.58,13801.0,United Kingdom
536829,20713,BAG 250g SWIRLY MARBLES,10,01/21/2011 12:41,0.36,13089.0,United Kingdom
536919,22752,SET 7 BABUSHKA NESTING BOXES,7,01/21/2011 12:51,7.82,12904.0,Australia
536434,22423,REGENCY CAKESTAND 3 TIER,2,01/21/2011 12:51,11.05,13272.0,United Kingdom
537041,22811,SET 6 RED SPOTTY PAPER PLATES,3,01/21/2011 13:08,3.37,13318.0,United Kingdom
536776,22890,NOVELTY BICYCLE BOTTLE OPENER,1,01/21/2011 13:22,1.35,,United Kingdom
536449,85123A,WHITE HANGING HEART T-LIGHT HOLDER,122,01/21/2011 13:23,2.05,,United Kingdom
536622,20974,PINK CHERRY LIGHTS,5,01/21/2011 13:43,4.76,,United Kingdom
536782,23084,RABBIT NIGHT LIGHT,46,01/21/2011 14:03,2.14,12711.0,United Kingdom
536499,22752,SET 7 BABUSHKA NESTING BOXES,6,01/21/2011 14:07,8.2,,United Kingdom
